Session,SessionID,Round,ID,Decision (1=vol.),Number Volunteers,Earnings,Cumulative Earnings,Age,Gender,Race,Country,Marital Status,Employment Status,Student Status,Year in School,No Major,Arts Humanities,Business,Economics,Politics,Sociology,Social Science,Law,Medical,Science,Other,Number Siblings,Hosehold Size,Budget Responsibility,Income,Vote,Occupation,Other Id:
vd060705a,1,18,9,1,1,0.8,11.8,21,1,1,3,1,2,1,16,0,0,0,0,0,0,0,0,1,0,0,1,4,4,3,2,4,ID12
vd060705a,1,19,9,1,1,0.8,12.6,21,1,1,3,1,2,1,16,0,0,0,0,0,0,0,0,1,0,0,1,4,4,3,2,4,ID11
vd060705a,1,20,9,0,1,1,13.6,21,1,1,3,1,2,1,16,0,0,0,0,0,0,0,0,1,0,0,1,4,4,3,2,4,ID12
vd060705a,1,1,10,0,0,0.2,0.2,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID1
vd060705a,1,2,10,0,0,0.2,0.4,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID5
vd060705a,1,3,10,0,1,1,1.4,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID3
vd060705a,1,4,10,1,1,0.8,2.2,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID6
vd060705a,1,5,10,0,1,1,3.2,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID8
vd060705a,1,6,10,0,1,1,4.2,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID11
vd060705a,1,7,10,1,1,0.8,5,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID8
vd060705a,1,8,10,0,0,0.2,5.2,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID2
vd060705a,1,9,10,0,0,0.2,5.4,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID12
vd060705a,1,10,10,0,0,0.2,5.6,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID5
vd060705a,1,11,10,0,0,0.2,5.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID9
vd060705a,1,12,10,0,1,1,6.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID12
vd060705a,1,13,10,0,0,0.2,7,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID11
vd060705a,1,14,10,1,1,0.8,7.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID11
vd060705a,1,15,10,0,0,0.2,8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID5
vd060705a,1,16,10,0,1,1,9,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID3
vd060705a,1,17,10,0,1,1,10,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID7
vd060705a,1,18,10,1,1,0.8,10.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID4
vd060705a,1,19,10,0,1,1,11.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID5
vd060705a,1,20,10,0,1,1,12.8,22,2,1,3,1,3,1,16,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,ID1
vd060705a,1,1,11,0,1,1,1,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID4
vd060705a,1,2,11,0,0,0.2,1.2,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID12
vd060705a,1,3,11,1,2,0.8,2,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID8
vd060705a,1,4,11,0,1,1,3,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID12
vd060705a,1,5,11,0,0,0.2,3.2,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID2
vd060705a,1,6,11,1,1,0.8,4,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID10
vd060705a,1,7,11,1,2,0.8,4.8,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID12
vd060705a,1,8,11,0,0,0.2,5,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID4
vd060705a,1,9,11,0,1,1,6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID3
vd060705a,1,10,11,0,1,1,7,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID6
vd060705a,1,11,11,0,0,0.2,7.2,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID1
vd060705a,1,12,11,0,1,1,8.2,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID7
vd060705a,1,13,11,0,0,0.2,8.4,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID10
vd060705a,1,14,11,0,1,1,9.4,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID10
vd060705a,1,15,11,0,0,0.2,9.6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID12
vd060705a,1,16,11,0,1,1,10.6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID6
vd060705a,1,17,11,0,1,1,11.6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID3
vd060705a,1,18,11,0,1,1,12.6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID6
vd060705a,1,19,11,0,1,1,13.6,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID9
vd060705a,1,20,11,0,0,0.2,13.8,20,2,1,1,1,3,1,15,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,ID8
vd060705a,1,1,12,1,2,0.8,0.8,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID7
vd060705a,1,2,12,0,0,0.2,1,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID11
vd060705a,1,3,12,1,2,0.8,1.8,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID6
vd060705a,1,4,12,1,1,0.8,2.6,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID11
vd060705a,1,5,12,1,1,0.8,3.4,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID5
vd060705a,1,6,12,1,2,0.8,4.2,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID7
vd060705a,1,7,12,1,2,0.8,5,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID11
vd060705a,1,8,12,1,2,0.8,5.8,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID3
vd060705a,1,9,12,0,0,0.2,6,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID10
vd060705a,1,10,12,0,1,1,7,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID9
vd060705a,1,11,12,1,1,0.8,7.8,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID5
vd060705a,1,12,12,1,1,0.8,8.6,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID10
vd060705a,1,13,12,1,1,0.8,9.4,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID9
vd060705a,1,14,12,1,2,0.8,10.2,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID3
vd060705a,1,15,12,0,0,0.2,10.4,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID11
vd060705a,1,16,12,1,1,0.8,11.2,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID5
vd060705a,1,17,12,0,1,1,12.2,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID4
vd060705a,1,18,12,0,1,1,13.2,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID9
vd060705a,1,19,12,1,2,0.8,14,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID2
vd060705a,1,20,12,1,1,0.8,14.8,19,1,1,3,1,3,1,14,0,0,0,0,0,0,0,0,1,0,0,1,1,4,8,1,1,ID9
vg031605,2,1,1,0,1,1,1,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID3
vg031605,2,1,2,1,1,0.8,0.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID8
vg031605,2,1,3,1,1,0.8,0.8,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID1
vg031605,2,1,4,0,1,1,1,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID5
vg031605,2,1,5,1,1,0.8,0.8,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID4
vg031605,2,1,6,1,2,0.8,0.8,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID7
vg031605,2,1,7,1,2,0.8,0.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID6
vg031605,2,1,8,0,1,1,1,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID2
vg031605,2,1,9,1,2,0.8,0.8,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID10
vg031605,2,1,10,1,2,0.8,0.8,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID9
vg031605,2,2,1,0,1,1,2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID3
vg031605,2,2,2,1,2,0.8,1.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID6
vg031605,2,2,3,1,1,0.8,1.6,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID1
vg031605,2,2,4,1,1,0.8,1.8,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID7
vg031605,2,2,5,1,2,0.8,1.6,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID9
vg031605,2,2,6,1,2,0.8,1.6,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID2
vg031605,2,2,7,0,1,1,1.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID4
vg031605,2,2,8,0,1,1,2,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID10
vg031605,2,2,9,1,2,0.8,1.6,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID5
vg031605,2,2,10,1,1,0.8,1.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID8
vg031605,2,3,1,0,0,0.2,2.2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID2
vg031605,2,3,2,0,0,0.2,1.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID1
vg031605,2,3,3,1,1,0.8,2.4,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID6
vg031605,2,3,4,1,1,0.8,2.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID8
vg031605,2,3,5,1,1,0.8,2.4,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID7
vg031605,2,3,6,0,1,1,2.6,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID3
vg031605,2,3,7,0,1,1,2.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID5
vg031605,2,3,8,0,1,1,3,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID4
vg031605,2,3,9,1,1,0.8,2.4,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID10
vg031605,2,3,10,0,1,1,2.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID9
vg031605,2,4,1,0,1,1,3.2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID6
vg031605,2,4,2,1,2,0.8,2.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID10
vg031605,2,4,3,1,1,0.8,3.2,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID7
vg031605,2,4,4,0,0,0.2,2.8,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID9
vg031605,2,4,5,1,1,0.8,3.2,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID8
vg031605,2,4,6,1,1,0.8,3.4,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID1
vg031605,2,4,7,0,1,1,3.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID3
vg031605,2,4,8,0,1,1,4,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID5
vg031605,2,4,9,0,0,0.2,2.6,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID4
vg031605,2,4,10,1,2,0.8,3.4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID2
vg031605,2,5,1,0,0,0.2,3.4,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID7
vg031605,2,5,2,1,2,0.8,3.4,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID3
vg031605,2,5,3,1,2,0.8,4,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID2
vg031605,2,5,4,1,2,0.8,3.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID9
vg031605,2,5,5,1,1,0.8,4,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID10
vg031605,2,5,6,0,0,0.2,3.6,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID8
vg031605,2,5,7,0,0,0.2,4,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID1
vg031605,2,5,8,0,0,0.2,4.2,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID6
vg031605,2,5,9,1,2,0.8,3.4,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID4
vg031605,2,5,10,0,1,1,4.4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID5
vg031605,2,6,1,0,0,0.2,3.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID8
vg031605,2,6,2,1,2,0.8,4.2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID3
vg031605,2,6,3,1,2,0.8,4.8,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID2
vg031605,2,6,4,0,0,0.2,3.8,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID6
vg031605,2,6,5,1,2,0.8,4.8,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID10
vg031605,2,6,6,0,0,0.2,3.8,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID4
vg031605,2,6,7,1,1,0.8,4.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID9
vg031605,2,6,8,0,0,0.2,4.4,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID1
vg031605,2,6,9,0,1,1,4.4,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID7
vg031605,2,6,10,1,2,0.8,5.2,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID5
vg031605,2,7,1,0,1,1,4.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID10
vg031605,2,7,2,0,0,0.2,4.4,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID4
vg031605,2,7,3,1,1,0.8,5.6,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID8
vg031605,2,7,4,0,0,0.2,4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID2
vg031605,2,7,5,1,2,0.8,5.6,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID6
vg031605,2,7,6,1,2,0.8,4.6,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID5
vg031605,2,7,7,0,1,1,5.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID9
vg031605,2,7,8,0,1,1,5.4,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID3
vg031605,2,7,9,1,1,0.8,5.2,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID7
vg031605,2,7,10,1,1,0.8,6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID1
vg031605,2,8,1,0,1,1,5.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID2
vg031605,2,8,2,1,1,0.8,5.2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID1
vg031605,2,8,3,1,2,0.8,6.4,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID4
vg031605,2,8,4,1,2,0.8,4.8,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID3
vg031605,2,8,5,1,2,0.8,6.4,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID6
vg031605,2,8,6,1,2,0.8,5.4,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID5
vg031605,2,8,7,0,0,0.2,6,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID8
vg031605,2,8,8,0,0,0.2,5.6,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID7
vg031605,2,8,9,0,0,0.2,5.4,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID10
vg031605,2,8,10,0,0,0.2,6.2,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID9
vg031605,2,9,1,0,0,0.2,5.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID10
vg031605,2,9,2,0,1,1,6.2,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID6
vg031605,2,9,3,1,2,0.8,7.2,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID4
vg031605,2,9,4,1,2,0.8,5.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID3
vg031605,2,9,5,1,1,0.8,7.2,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID8
vg031605,2,9,6,1,1,0.8,6.2,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID2
vg031605,2,9,7,1,2,0.8,6.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID9
vg031605,2,9,8,0,1,1,6.6,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID5
vg031605,2,9,9,1,2,0.8,6.2,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID7
vg031605,2,9,10,0,0,0.2,6.4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID1
vg031605,2,10,1,0,1,1,6.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID3
vg031605,2,10,2,1,1,0.8,7,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID8
vg031605,2,10,3,1,1,0.8,8,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID1
vg031605,2,10,4,1,2,0.8,6.4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID5
vg031605,2,10,5,1,2,0.8,8,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID4
vg031605,2,10,6,0,0,0.2,6.4,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID9
vg031605,2,10,7,0,0,0.2,7,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID10
vg031605,2,10,8,0,1,1,7.6,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID2
vg031605,2,10,9,0,0,0.2,6.4,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID6
vg031605,2,10,10,0,0,0.2,6.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID7
vg031605,2,11,1,0,1,1,7.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID9
vg031605,2,11,2,1,2,0.8,7.8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID6
vg031605,2,11,3,1,2,0.8,8.8,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID10
vg031605,2,11,4,0,0,0.2,6.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID8
vg031605,2,11,5,1,2,0.8,8.8,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID7
vg031605,2,11,6,1,2,0.8,7.2,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID2
vg031605,2,11,7,1,2,0.8,7.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID5
vg031605,2,11,8,0,0,0.2,7.8,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID4
vg031605,2,11,9,1,1,0.8,7.2,19,1,1,3,1,3,1,12,0,0,0,1,0,0,0,0,1,0,0,2,4,4,4,2,1,ID1
vg031605,2,11,10,1,2,0.8,7.4,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID3
vg031605,2,12,1,0,0,0.2,8,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,ID10
vg031605,2,12,2,1,1,0.8,8.6,18,2,6,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,2,3,4,13,1,1,ID8
vg031605,2,12,3,1,1,0.8,9.6,18,1,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,1,4,4,16,2,1,ID7
vg031605,2,12,4,0,1,1,7.6,18,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,15,1,1,ID6
vg031605,2,12,5,1,2,0.8,9.6,20,1,1,1,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,1,3,4,14,1,1,ID9
vg031605,2,12,6,1,1,0.8,8,19,2,6,1,1,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,4,4,11,1,1,ID4
vg031605,2,12,7,0,1,1,8.8,18,2,4,1,1,3,1,13,0,0,0,0,0,1,0,0,0,1,0,1,3,4,16,2,1,ID3
vg031605,2,12,8,0,1,1,8.8,18,2,2,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,1,ID2
